"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"New York"	"36"	"2020"	"2020"	"May"	"5"	17871
	"New York"	"36"	"2020"	"2020"	"June"	"6"	18077
	"New York"	"36"	"2020"	"2020"	"July"	"7"	18834
	"New York"	"36"	"2020"	"2020"	"August"	"8"	18016
	"New York"	"36"	"2020"	"2020"	"September"	"9"	17908
	"New York"	"36"	"2020"	"2020"	"October"	"10"	17526
	"New York"	"36"	"2020"	"2020"	"November"	"11"	16031
	"New York"	"36"	"2020"	"2020"	"December"	"12"	15491
"Total"	"New York"	"36"	"2020"	"2020"			209338
	"New York"	"36"	"2021"	"2021"	"January"	"1"	15172
	"New York"	"36"	"2021"	"2021"	"February"	"2"	15248
	"New York"	"36"	"2021"	"2021"	"March"	"3"	17804
	"New York"	"36"	"2021"	"2021"	"April"	"4"	17293
	"New York"	"36"	"2021"	"2021"	"May"	"5"	17790
	"New York"	"36"	"2021"	"2021"	"June"	"6"	18496
	"New York"	"36"	"2021"	"2021"	"July"	"7"	18860
	"New York"	"36"	"2021"	"2021"	"August"	"8"	18797
	"New York"	"36"	"2021"	"2021"	"September"	"9"	18305
	"New York"	"36"	"2021"	"2021"	"October"	"10"	18229
	"New York"	"36"	"2021"	"2021"	"November"	"11"	17155
	"New York"	"36"	"2021"	"2021"	"December"	"12"	17593
"Total"	"New York"	"36"	"2021"	"2021"			210742
	"New York"	"36"	"2022"	"2022"	"January"	"1"	16623
	"New York"	"36"	"2022"	"2022"	"February"	"2"	15595
	"New York"	"36"	"2022"	"2022"	"March"	"3"	17147
	"New York"	"36"	"2022"	"2022"	"April"	"4"	16680
	"New York"	"36"	"2022"	"2022"	"May"	"5"	17340
	"New York"	"36"	"2022"	"2022"	"June"	"6"	17650
	"New York"	"36"	"2022"	"2022"	"July"	"7"	18450
	"New York"	"36"	"2022"	"2022"	"August"	"8"	18442
	"New York"	"36"	"2022"	"2022"	"September"	"9"	17189
	"New York"	"36"	"2022"	"2022"	"October"	"10"	17724
	"New York"	"36"	"2022"	"2022"	"November"	"11"	17278
	"New York"	"36"	"2022"	"2022"	"December"	"12"	17656
"Total"	"New York"	"36"	"2022"	"2022"			207774
"Total"	"New York"	"36"					627854
	"North Carolina"	"37"	"2020"	"2020"	"January"	"1"	9831
	"North Carolina"	"37"	"2020"	"2020"	"February"	"2"	9143
	"North Carolina"	"37"	"2020"	"2020"	"March"	"3"	9786
	"North Carolina"	"37"	"2020"	"2020"	"April"	"4"	9311
	"North Carolina"	"37"	"2020"	"2020"	"May"	"5"	9645
	"North Carolina"	"37"	"2020"	"2020"	"June"	"6"	9701
	"North Carolina"	"37"	"2020"	"2020"	"July"	"7"	10230
	"North Carolina"	"37"	"2020"	"2020"	"August"	"8"	10502
	"North Carolina"	"37"	"2020"	"2020"	"September"	"9"	10203
	"North Carolina"	"37"	"2020"	"2020"	"October"	"10"	9803
	"North Carolina"	"37"	"2020"	"2020"	"November"	"11"	8868
	"North Carolina"	"37"	"2020"	"2020"	"December"	"12"	9707
"Total"	"North Carolina"	"37"	"2020"	"2020"			116730
	"North Carolina"	"37"	"2021"	"2021"	"January"	"1"	9276
	"North Carolina"	"37"	"2021"	"2021"	"February"	"2"	8801
	"North Carolina"	"37"	"2021"	"2021"	"March"	"3"	9708
	"North Carolina"	"37"	"2021"	"2021"	"April"	"4"	9559
	"North Carolina"	"37"	"2021"	"2021"	"May"	"5"	9809
	"North Carolina"	"37"	"2021"	"2021"	"June"	"6"	10239
	"North Carolina"	"37"	"2021"	"2021"	"July"	"7"	10610
	"North Carolina"	"37"	"2021"	"2021"	"August"	"8"	10964
	"North Carolina"	"37"	"2021"	"2021"	"September"	"9"	10758
	"North Carolina"	"37"	"2021"	"2021"	"October"	"10"	10281
	"North Carolina"	"37"	"2021"	"2021"	"November"	"11"	9958
	"North Carolina"	"37"	"2021"	"2021"	"December"	"12"	10503
"Total"	"North Carolina"	"37"	"2021"	"2021"			120466
	"North Carolina"	"37"	"2022"	"2022"	"January"	"1"	10022
	"North Carolina"	"37"	"2022"	"2022"	"February"	"2"	9218
	"North Carolina"	"37"	"2022"	"2022"	"March"	"3"	10218
	"North Carolina"	"37"	"2022"	"2022"	"April"	"4"	9550
	"North Carolina"	"37"	"2022"	"2022"	"May"	"5"	9673
	"North Carolina"	"37"	"2022"	"2022"	"June"	"6"	9809
	"North Carolina"	"37"	"2022"	"2022"	"July"	"7"	10618
	"North Carolina"	"37"	"2022"	"2022"	"August"	"8"	11240
	"North Carolina"	"37"	"2022"	"2022"	"September"	"9"	10518
	"North Carolina"	"37"	"2022"	"2022"	"October"	"10"	9938
	"North Carolina"	"37"	"2022"	"2022"	"November"	"11"	10267
	"North Carolina"	"37"	"2022"	"2022"	"December"	"12"	10491
"Total"	"North Carolina"	"37"	"2022"	"2022"			121562
"Total"	"North Carolina"	"37"					358758
	"North Dakota"	"38"	"2020"	"2020"	"January"	"1"	803
	"North Dakota"	"38"	"2020"	"2020"	"February"	"2"	818
	"North Dakota"	"38"	"2020"	"2020"	"March"	"3"	840
	"North Dakota"	"38"	"2020"	"2020"	"April"	"4"	824
	"North Dakota"	"38"	"2020"	"2020"	"May"	"5"	878
	"North Dakota"	"38"	"2020"	"2020"	"June"	"6"	854
	"North Dakota"	"38"	"2020"	"2020"	"July"	"7"	902
	"North Dakota"	"38"	"2020"	"2020"	"August"	"8"	910
	"North Dakota"	"38"	"2020"	"2020"	"September"	"9"	803
	"North Dakota"	"38"	"2020"	"2020"	"October"	"10"	831
	"North Dakota"	"38"	"2020"	"2020"	"November"	"11"	771
	"North Dakota"	"38"	"2020"	"2020"	"December"	"12"	825
"Total"	"North Dakota"	"38"	"2020"	"2020"			10059
	"North Dakota"	"38"	"2021"	"2021"	"January"	"1"	790
	"North Dakota"	"38"	"2021"	"2021"	"February"	"2"	764
	"North Dakota"	"38"	"2021"	"2021"	"March"	"3"	905
	"North Dakota"	"38"	"2021"	"2021"	"April"	"4"	847
	"North Dakota"	"38"	"2021"	"2021"	"May"	"5"	838
	"North Dakota"	"38"	"2021"	"2021"	"June"	"6"	866
	"North Dakota"	"38"	"2021"	"2021"	"July"	"7"	866
	"North Dakota"	"38"	"2021"	"2021"	"August"	"8"	853
	"North Dakota"	"38"	"2021"	"2021"	"September"	"9"	860
	"North Dakota"	"38"	"2021"	"2021"	"October"	"10"	830
	"North Dakota"	"38"	"2021"	"2021"	"November"	"11"	821
	"North Dakota"	"38"	"2021"	"2021"	"December"	"12"	872
"Total"	"North Dakota"	"38"	"2021"	"2021"			10112
	"North Dakota"	"38"	"2022"	"2022"	"January"	"1"	787
	"North Dakota"	"38"	"2022"	"2022"	"February"	"2"	693
	"North Dakota"	"38"	"2022"	"2022"	"March"	"3"	793
	"North Dakota"	"38"	"2022"	"2022"	"April"	"4"	780
	"North Dakota"	"38"	"2022"	"2022"	"May"	"5"	851
	"North Dakota"	"38"	"2022"	"2022"	"June"	"6"	778
	"North Dakota"	"38"	"2022"	"2022"	"July"	"7"	815
	"North Dakota"	"38"	"2022"	"2022"	"August"	"8"	885
	"North Dakota"	"38"	"2022"	"2022"	"September"	"9"	826
	"North Dakota"	"38"	"2022"	"2022"	"October"	"10"	763
	"North Dakota"	"38"	"2022"	"2022"	"November"	"11"	767
	"North Dakota"	"38"	"2022"	"2022"	"December"	"12"	829
"Total"	"North Dakota"	"38"	"2022"	"2022"			9567
"Total"	"North Dakota"	"38"					29738
	"Ohio"	"39"	"2020"	"2020"	"January"	"1"	10661
	"Ohio"	"39"	"2020"	"2020"	"February"	"2"	10152
	"Ohio"	"39"	"2020"	"2020"	"March"	"3"	10714
	"Ohio"	"39"	"2020"	"2020"	"April"	"4"	10349
	"Ohio"	"39"	"2020"	"2020"	"May"	"5"	10960
	"Ohio"	"39"	"2020"	"2020"	"June"	"6"	11043
	"Ohio"	"39"	"2020"	"2020"	"July"	"7"	11648
	"Ohio"	"39"	"2020"	"2020"	"August"	"8"	11534
	"Ohio"	"39"	"2020"	"2020"	"September"	"9"	11103
	"Ohio"	"39"	"2020"	"2020"	"October"	"10"	10759
	"Ohio"	"39"	"2020"	"2020"	"November"	"11"	9951
	"Ohio"	"39"	"2020"	"2020"	"December"	"12"	10317
"Total"	"Ohio"	"39"	"2020"	"2020"			129191
	"Ohio"	"39"	"2021"	"2021"	"January"	"1"	9875
	"Ohio"	"39"	"2021"	"2021"	"February"	"2"	9732
	"Ohio"	"39"	"2021"	"2021"	"March"	"3"	10824
	"Ohio"	"39"	"2021"	"2021"	"April"	"4"	10489
	"Ohio"	"39"	"2021"	"2021"	"May"	"5"	10841
	"Ohio"	"39"	"2021"	"2021"	"June"	"6"	11256
	"Ohio"	"39"	"2021"	"2021"	"July"	"7"	11672
	"Ohio"	"39"	"2021"	"2021"	"August"	"8"	11518
	"Ohio"	"39"	"2021"	"2021"	"September"	"9"	11444
	"Ohio"	"39"	"2021"	"2021"	"October"	"10"	11010
	"Ohio"	"39"	"2021"	"2021"	"November"	"11"	10375
	"Ohio"	"39"	"2021"	"2021"	"December"	"12"	10755
"Total"	"Ohio"	"39"	"2021"	"2021"			129791
	"Ohio"	"39"	"2022"	"2022"	"January"	"1"	10002
	"Ohio"	"39"	"2022"	"2022"	"February"	"2"	9472
	"Ohio"	"39"	"2022"	"2022"	"March"	"3"	10885
	"Ohio"	"39"	"2022"	"2022"	"April"	"4"	10230
	"Ohio"	"39"	"2022"	"2022"	"May"	"5"	10633
	"Ohio"	"39"	"2022"	"2022"	"June"	"6"	10909
	"Ohio"	"39"	"2022"	"2022"	"July"	"7"	11187
	"Ohio"	"39"	"2022"	"2022"	"August"	"8"	11729
	"Ohio"	"39"	"2022"	"2022"	"September"	"9"	10719
	"Ohio"	"39"	"2022"	"2022"	"October"	"10"	10628
	"Ohio"	"39"	"2022"	"2022"	"November"	"11"	10664
	"Ohio"	"39"	"2022"	"2022"	"December"	"12"	11173
"Total"	"Ohio"	"39"	"2022"	"2022"			128231
"Total"	"Ohio"	"39"					387213
	"Oklahoma"	"40"	"2020"	"2020"	"January"	"1"	4065
	"Oklahoma"	"40"	"2020"	"2020"	"February"	"2"	3684
	"Oklahoma"	"40"	"2020"	"2020"	"March"	"3"	4026
	"Oklahoma"	"40"	"2020"	"2020"	"April"	"4"	3851
	"Oklahoma"	"40"	"2020"	"2020"	"May"	"5"	3811
	"Oklahoma"	"40"	"2020"	"2020"	"June"	"6"	3934
	"Oklahoma"	"40"	"2020"	"2020"	"July"	"7"	4183
	"Oklahoma"	"40"	"2020"	"2020"	"August"	"8"	4205
	"Oklahoma"	"40"	"2020"	"2020"	"September"	"9"	4142
	"Oklahoma"	"40"	"2020"	"2020"	"October"	"10"	4028
	"Oklahoma"	"40"	"2020"	"2020"	"November"	"11"	3772
	"Oklahoma"	"40"	"2020"	"2020"	"December"	"12"	3922
"Total"	"Oklahoma"	"40"	"2020"	"2020"			47623
	"Oklahoma"	"40"	"2021"	"2021"	"January"	"1"	3760
	"Oklahoma"	"40"	"2021"	"2021"	"February"	"2"	3507
	"Oklahoma"	"40"	"2021"	"2021"	"March"	"3"	4060
	"Oklahoma"	"40"	"2021"	"2021"	"April"	"4"	3781
	"Oklahoma"	"40"	"2021"	"2021"	"May"	"5"	3961
	"Oklahoma"	"40"	"2021"	"2021"	"June"	"6"	4172
	"Oklahoma"	"40"	"2021"	"2021"	"July"	"7"	4326
	"Oklahoma"	"40"	"2021"	"2021"	"August"	"8"	4317
	"Oklahoma"	"40"	"2021"	"2021"	"September"	"9"	4245
	"Oklahoma"	"40"	"2021"	"2021"	"October"	"10"	4068
	"Oklahoma"	"40"	"2021"	"2021"	"November"	"11"	3994
	"Oklahoma"	"40"	"2021"	"2021"	"December"	"12"	4219
"Total"	"Oklahoma"	"40"	"2021"	"2021"			48410
	"Oklahoma"	"40"	"2022"	"2022"	"January"	"1"	3962
	"Oklahoma"	"40"	"2022"	"2022"	"February"	"2"	3588
	"Oklahoma"	"40"	"2022"	"2022"	"March"	"3"	4039
	"Oklahoma"	"40"	"2022"	"2022"	"April"	"4"	3735
	"Oklahoma"	"40"	"2022"	"2022"	"May"	"5"	3807
	"Oklahoma"	"40"	"2022"	"2022"	"June"	"6"	3926
	"Oklahoma"	"40"	"2022"	"2022"	"July"	"7"	4275
	"Oklahoma"	"40"	"2022"	"2022"	"August"	"8"	4552
	"Oklahoma"	"40"	"2022"	"2022"	"September"	"9"	4078
	"Oklahoma"	"40"	"2022"	"2022"	"October"	"10"	3950
	"Oklahoma"	"40"	"2022"	"2022"	"November"	"11"	4142
	"Oklahoma"	"40"	"2022"	"2022"	"December"	"12"	4278
"Total"	"Oklahoma"	"40"	"2022"	"2022"			48332
"Total"	"Oklahoma"	"40"					144365
	"Oregon"	"41"	"2020"	"2020"	"January"	"1"	3239
	"Oregon"	"41"	"2020"	"2020"	"February"	"2"	3104
	"Oregon"	"41"	"2020"	"2020"	"March"	"3"	3364
	"Oregon"	"41"	"2020"	"2020"	"April"	"4"	3384
	"Oregon"	"41"	"2020"	"2020"	"May"	"5"	3495
	"Oregon"	"41"	"2020"	"2020"	"June"	"6"	3413
	"Oregon"	"41"	"2020"	"2020"	"July"	"7"	3638
	"Oregon"	"41"	"2020"	"2020"	"August"	"8"	3462
	"Oregon"	"41"	"2020"	"2020"	"September"	"9"	3306
	"Oregon"	"41"	"2020"	"2020"	"October"	"10"	3316
	"Oregon"	"41"	"2020"	"2020"	"November"	"11"	2954
	"Oregon"	"41"	"2020"	"2020"	"December"	"12"	3145
"Total"	"Oregon"	"41"	"2020"	"2020"			39820
	"Oregon"	"41"	"2021"	"2021"	"January"	"1"	3102
	"Oregon"	"41"	"2021"	"2021"	"February"	"2"	2873
	"Oregon"	"41"	"2021"	"2021"	"March"	"3"	3419
	"Oregon"	"41"	"2021"	"2021"	"April"	"4"	3361
	"Oregon"	"41"	"2021"	"2021"	"May"	"5"	3525
	"Oregon"	"41"	"2021"	"2021"	"June"	"6"	3551
	"Oregon"	"41"	"2021"	"2021"	"July"	"7"	3681
	"Oregon"	"41"	"2021"	"2021"	"August"	"8"	3677
	"Oregon"	"41"	"2021"	"2021"	"September"	"9"	3550
	"Oregon"	"41"	"2021"	"2021"	"October"	"10"	3515
	"Oregon"	"41"	"2021"	"2021"	"November"	"11"	3330
	"Oregon"	"41"	"2021"	"2021"	"December"	"12"	3330
"Total"	"Oregon"	"41"	"2021"	"2021"			40914
	"Oregon"	"41"	"2022"	"2022"	"January"	"1"	3139
	"Oregon"	"41"	"2022"	"2022"	"February"	"2"	2998
	"Oregon"	"41"	"2022"	"2022"	"March"	"3"	3373
	"Oregon"	"41"	"2022"	"2022"	"April"	"4"	3173
	"Oregon"	"41"	"2022"	"2022"	"May"	"5"	3321
	"Oregon"	"41"	"2022"	"2022"	"June"	"6"	3367
	"Oregon"	"41"	"2022"	"2022"	"July"	"7"	3406
	"Oregon"	"41"	"2022"	"2022"	"August"	"8"	3537
	"Oregon"	"41"	"2022"	"2022"	"September"	"9"	3428
	"Oregon"	"41"	"2022"	"2022"	"October"	"10"	3151
	"Oregon"	"41"	"2022"	"2022"	"November"	"11"	3298
	"Oregon"	"41"	"2022"	"2022"	"December"	"12"	3302
"Total"	"Oregon"	"41"	"2022"	"2022"			39493
"Total"	"Oregon"	"41"					120227
	"Pennsylvania"	"42"	"2020"	"2020"	"January"	"1"	10875
	"Pennsylvania"	"42"	"2020"	"2020"	"February"	"2"	10073
	"Pennsylvania"	"42"	"2020"	"2020"	"March"	"3"	10824
	"Pennsylvania"	"42"	"2020"	"2020"	"April"	"4"	10574
	"Pennsylvania"	"42"	"2020"	"2020"	"May"	"5"	11163
	"Pennsylvania"	"42"	"2020"	"2020"	"June"	"6"	11158
	"Pennsylvania"	"42"	"2020"	"2020"	"July"	"7"	11773
	"Pennsylvania"	"42"	"2020"	"2020"	"August"	"8"	11552
	"Pennsylvania"	"42"	"2020"	"2020"	"September"	"9"	11087
	"Pennsylvania"	"42"	"2020"	"2020"	"October"	"10"	11060
	"Pennsylvania"	"42"	"2020"	"2020"	"November"	"11"	10259
	"Pennsylvania"	"42"	"2020"	"2020"	"December"	"12"	10295
"Total"	"Pennsylvania"	"42"	"2020"	"2020"			130693
	"Pennsylvania"	"42"	"2021"	"2021"	"January"	"1"	10145
	"Pennsylvania"	"42"	"2021"	"2021"	"February"	"2"	9647
	"Pennsylvania"	"42"	"2021"	"2021"	"March"	"3"	11000
	"Pennsylvania"	"42"	"2021"	"2021"	"April"	"4"	10851
	"Pennsylvania"	"42"	"2021"	"2021"	"May"	"5"	11055
	"Pennsylvania"	"42"	"2021"	"2021"	"June"	"6"	11510
	"Pennsylvania"	"42"	"2021"	"2021"	"July"	"7"	12222
	"Pennsylvania"	"42"	"2021"	"2021"	"August"	"8"	11785
	"Pennsylvania"	"42"	"2021"	"2021"	"September"	"9"	11555
	"Pennsylvania"	"42"	"2021"	"2021"	"October"	"10"	11285
	"Pennsylvania"	"42"	"2021"	"2021"	"November"	"11"	10752
	"Pennsylvania"	"42"	"2021"	"2021"	"December"	"12"	10815
"Total"	"Pennsylvania"	"42"	"2021"	"2021"			132622
	"Pennsylvania"	"42"	"2022"	"2022"	"January"	"1"	10351
	"Pennsylvania"	"42"	"2022"	"2022"	"February"	"2"	9701
	"Pennsylvania"	"42"	"2022"	"2022"	"March"	"3"	10794
	"Pennsylvania"	"42"	"2022"	"2022"	"April"	"4"	10599
	"Pennsylvania"	"42"	"2022"	"2022"	"May"	"5"	10809
	"Pennsylvania"	"42"	"2022"	"2022"	"June"	"6"	10991
	"Pennsylvania"	"42"	"2022"	"2022"	"July"	"7"	11613
	"Pennsylvania"	"42"	"2022"	"2022"	"August"	"8"	11817
	"Pennsylvania"	"42"	"2022"	"2022"	"September"	"9"	11114
	"Pennsylvania"	"42"	"2022"	"2022"	"October"	"10"	10806
	"Pennsylvania"	"42"	"2022"	"2022"	"November"	"11"	10780
	"Pennsylvania"	"42"	"2022"	"2022"	"December"	"12"	10877
"Total"	"Pennsylvania"	"42"	"2022"	"2022"			130252
"Total"	"Pennsylvania"	"42"					393567
	"Rhode Island"	"44"	"2020"	"2020"	"January"	"1"	824
	"Rhode Island"	"44"	"2020"	"2020"	"February"	"2"	823
	"Rhode Island"	"44"	"2020"	"2020"	"March"	"3"	866
	"Rhode Island"	"44"	"2020"	"2020"	"April"	"4"	822
	"Rhode Island"	"44"	"2020"	"2020"	"May"	"5"	874
	"Rhode Island"	"44"	"2020"	"2020"	"June"	"6"	855
	"Rhode Island"	"44"	"2020"	"2020"	"July"	"7"	913
	"Rhode Island"	"44"	"2020"	"2020"	"August"	"8"	945
	"Rhode Island"	"44"	"2020"	"2020"	"September"	"9"	821
	"Rhode Island"	"44"	"2020"	"2020"	"October"	"10"	845
	"Rhode Island"	"44"	"2020"	"2020"	"November"	"11"	757
	"Rhode Island"	"44"	"2020"	"2020"	"December"	"12"	756
"Total"	"Rhode Island"	"44"	"2020"	"2020"			10101
	"Rhode Island"	"44"	"2021"	"2021"	"January"	"1"	731
	"Rhode Island"	"44"	"2021"	"2021"	"February"	"2"	694
	"Rhode Island"	"44"	"2021"	"2021"	"March"	"3"	870
	"Rhode Island"	"44"	"2021"	"2021"	"April"	"4"	880
	"Rhode Island"	"44"	"2021"	"2021"	"May"	"5"	883
	"Rhode Island"	"44"	"2021"	"2021"	"June"	"6"	942
	"Rhode Island"	"44"	"2021"	"2021"	"July"	"7"	957
	"Rhode Island"	"44"	"2021"	"2021"	"August"	"8"	987
	"Rhode Island"	"44"	"2021"	"2021"	"September"	"9"	938
	"Rhode Island"	"44"	"2021"	"2021"	"October"	"10"	897
	"Rhode Island"	"44"	"2021"	"2021"	"November"	"11"	837
	"Rhode Island"	"44"	"2021"	"2021"	"December"	"12"	848
"Total"	"Rhode Island"	"44"	"2021"	"2021"			10464
	"Rhode Island"	"44"	"2022"	"2022"	"January"	"1"	829
	"Rhode Island"	"44"	"2022"	"2022"	"February"	"2"	784
	"Rhode Island"	"44"	"2022"	"2022"	"March"	"3"	848
	"Rhode Island"	"44"	"2022"	"2022"	"April"	"4"	797
	"Rhode Island"	"44"	"2022"	"2022"	"May"	"5"	847
	"Rhode Island"	"44"	"2022"	"2022"	"June"	"6"	893
	"Rhode Island"	"44"	"2022"	"2022"	"July"	"7"	933
	"Rhode Island"	"44"	"2022"	"2022"	"August"	"8"	926
	"Rhode Island"	"44"	"2022"	"2022"	"September"	"9"	843
	"Rhode Island"	"44"	"2022"	"2022"	"October"	"10"	886
	"Rhode Island"	"44"	"2022"	"2022"	"November"	"11"	845
	"Rhode Island"	"44"	"2022"	"2022"	"December"	"12"	838
"Total"	"Rhode Island"	"44"	"2022"	"2022"			10269
"Total"	"Rhode Island"	"44"					30834
	"South Carolina"	"45"	"2020"	"2020"	"January"	"1"	4707
	"South Carolina"	"45"	"2020"	"2020"	"February"	"2"	4269
	"South Carolina"	"45"	"2020"	"2020"	"March"	"3"	4680
	"South Carolina"	"45"	"2020"	"2020"	"April"	"4"	4383
	"South Carolina"	"45"	"2020"	"2020"	"May"	"5"	4535
	"South Carolina"	"45"	"2020"	"2020"	"June"	"6"	4578
	"South Carolina"	"45"	"2020"	"2020"	"July"	"7"	4809
	"South Carolina"	"45"	"2020"	"2020"	"August"	"8"	4953
	"South Carolina"	"45"	"2020"	"2020"	"September"	"9"	4903
	"South Carolina"	"45"	"2020"	"2020"	"October"	"10"	4725
	"South Carolina"	"45"	"2020"	"2020"	"November"	"11"	4358
	"South Carolina"	"45"	"2020"	"2020"	"December"	"12"	4804
"Total"	"South Carolina"	"45"	"2020"	"2020"			55704
	"South Carolina"	"45"	"2021"	"2021"	"January"	"1"	4559
	"South Carolina"	"45"	"2021"	"2021"	"February"	"2"	4236
	"South Carolina"	"45"	"2021"	"2021"	"March"	"3"	4621
	"South Carolina"	"45"	"2021"	"2021"	"April"	"4"	4456
	"South Carolina"	"45"	"2021"	"2021"	"May"	"5"	4578
	"South Carolina"	"45"	"2021"	"2021"	"June"	"6"	4804
	"South Carolina"	"45"	"2021"	"2021"	"July"	"7"	5064
	"South Carolina"	"45"	"2021"	"2021"	"August"	"8"	5271
	"South Carolina"	"45"	"2021"	"2021"	"September"	"9"	5129
	"South Carolina"	"45"	"2021"	"2021"	"October"	"10"	4811
	"South Carolina"	"45"	"2021"	"2021"	"November"	"11"	4834
	"South Carolina"	"45"	"2021"	"2021"	"December"	"12"	4822
"Total"	"South Carolina"	"45"	"2021"	"2021"			57185
	"South Carolina"	"45"	"2022"	"2022"	"January"	"1"	4671
	"South Carolina"	"45"	"2022"	"2022"	"February"	"2"	4344
	"South Carolina"	"45"	"2022"	"2022"	"March"	"3"	4835
	"South Carolina"	"45"	"2022"	"2022"	"April"	"4"	4583
	"South Carolina"	"45"	"2022"	"2022"	"May"	"5"	4583
	"South Carolina"	"45"	"2022"	"2022"	"June"	"6"	4676
	"South Carolina"	"45"	"2022"	"2022"	"July"	"7"	5012
	"South Carolina"	"45"	"2022"	"2022"	"August"	"8"	5551
	"South Carolina"	"45"	"2022"	"2022"	"September"	"9"	4826
	"South Carolina"	"45"	"2022"	"2022"	"October"	"10"	4731
	"South Carolina"	"45"	"2022"	"2022"	"November"	"11"	4861
	"South Carolina"	"45"	"2022"	"2022"	"December"	"12"	5147
"Total"	"South Carolina"	"45"	"2022"	"2022"			57820
"Total"	"South Carolina"	"45"					170709
	"South Dakota"	"46"	"2020"	"2020"	"January"	"1"	910
	"South Dakota"	"46"	"2020"	"2020"	"February"	"2"	862
	"South Dakota"	"46"	"2020"	"2020"	"March"	"3"	910
	"South Dakota"	"46"	"2020"	"2020"	"April"	"4"	939
	"South Dakota"	"46"	"2020"	"2020"	"May"	"5"	947
	"South Dakota"	"46"	"2020"	"2020"	"June"	"6"	952
	"South Dakota"	"46"	"2020"	"2020"	"July"	"7"	1007
	"South Dakota"	"46"	"2020"	"2020"	"August"	"8"	911
	"South Dakota"	"46"	"2020"	"2020"	"September"	"9"	969
	"South Dakota"	"46"	"2020"	"2020"	"October"	"10"	859
	"South Dakota"	"46"	"2020"	"2020"	"November"	"11"	821
	"South Dakota"	"46"	"2020"	"2020"	"December"	"12"	873
"Total"	"South Dakota"	"46"	"2020"	"2020"			10960
	"South Dakota"	"46"	"2021"	"2021"	"January"	"1"	887
	"South Dakota"	"46"	"2021"	"2021"	"February"	"2"	833
	"South Dakota"	"46"	"2021"	"2021"	"March"	"3"	946
	"South Dakota"	"46"	"2021"	"2021"	"April"	"4"	997
	"South Dakota"	"46"	"2021"	"2021"	"May"	"5"	952
	"South Dakota"	"46"	"2021"	"2021"	"June"	"6"	1027
	"South Dakota"	"46"	"2021"	"2021"	"July"	"7"	992
	"South Dakota"	"46"	"2021"	"2021"	"August"	"8"	978
	"South Dakota"	"46"	"2021"	"2021"	"September"	"9"	1022
	"South Dakota"	"46"	"2021"	"2021"	"October"	"10"	940
	"South Dakota"	"46"	"2021"	"2021"	"November"	"11"	917
	"South Dakota"	"46"	"2021"	"2021"	"December"	"12"	878
"Total"	"South Dakota"	"46"	"2021"	"2021"			11369
	"South Dakota"	"46"	"2022"	"2022"	"January"	"1"	861
	"South Dakota"	"46"	"2022"	"2022"	"February"	"2"	764
	"South Dakota"	"46"	"2022"	"2022"	"March"	"3"	996
	"South Dakota"	"46"	"2022"	"2022"	"April"	"4"	922
	"South Dakota"	"46"	"2022"	"2022"	"May"	"5"	1001
	"South Dakota"	"46"	"2022"	"2022"	"June"	"6"	997
	"South Dakota"	"46"	"2022"	"2022"	"July"	"7"	1008
	"South Dakota"	"46"	"2022"	"2022"	"August"	"8"	969
	"South Dakota"	"46"	"2022"	"2022"	"September"	"9"	916
	"South Dakota"	"46"	"2022"	"2022"	"October"	"10"	940
	"South Dakota"	"46"	"2022"	"2022"	"November"	"11"	895
	"South Dakota"	"46"	"2022"	"2022"	"December"	"12"	932
"Total"	"South Dakota"	"46"	"2022"	"2022"			11201
"Total"	"South Dakota"	"46"					33530
	"Tennessee"	"47"	"2020"	"2020"	"January"	"1"	6582
	"Tennessee"	"47"	"2020"	"2020"	"February"	"2"	6006
	"Tennessee"	"47"	"2020"	"2020"	"March"	"3"	6392
	"Tennessee"	"47"	"2020"	"2020"	"April"	"4"	6189
	"Tennessee"	"47"	"2020"	"2020"	"May"	"5"	6480
	"Tennessee"	"47"	"2020"	"2020"	"June"	"6"	6599
	"Tennessee"	"47"	"2020"	"2020"	"July"	"7"	6924
	"Tennessee"	"47"	"2020"	"2020"	"August"	"8"	6968
	"Tennessee"	"47"	"2020"	"2020"	"September"	"9"	6881
	"Tennessee"	"47"	"2020"	"2020"	"October"	"10"	6605
	"Tennessee"	"47"	"2020"	"2020"	"November"	"11"	6269
	"Tennessee"	"47"	"2020"	"2020"	"December"	"12"	6794
"Total"	"Tennessee"	"47"	"2020"	"2020"			78689
	"Tennessee"	"47"	"2021"	"2021"	"January"	"1"	6326
	"Tennessee"	"47"	"2021"	"2021"	"February"	"2"	6058
	"Tennessee"	"47"	"2021"	"2021"	"March"	"3"	6809
	"Tennessee"	"47"	"2021"	"2021"	"April"	"4"	6360
	"Tennessee"	"47"	"2021"	"2021"	"May"	"5"	6552
	"Tennessee"	"47"	"2021"	"2021"	"June"	"6"	6892
	"Tennessee"	"47"	"2021"	"2021"	"July"	"7"	7183
	"Tennessee"	"47"	"2021"	"2021"	"August"	"8"	7354
	"Tennessee"	"47"	"2021"	"2021"	"September"	"9"	7425
	"Tennessee"	"47"	"2021"	"2021"	"October"	"10"	6947
	"Tennessee"	"47"	"2021"	"2021"	"November"	"11"	6675
	"Tennessee"	"47"	"2021"	"2021"	"December"	"12"	7136
"Total"	"Tennessee"	"47"	"2021"	"2021"			81717
